start_date,end_date,pollster_client,sample_size,conservative,green,labour,liberal_democrat,ukip,other
2015-12-08,2015-12-09,YouGov/The Sun,1959,0.32,0.07,0.32,0.08,0.15,0.06
2015-12-07,2015-12-08,YouGov/The Sun,1925,0.34,0.06,0.33,0.06,0.15,0.06
2015-12-05,2015-12-07,Lord Ashcroft,1001,0.3,0.05,0.31,0.08,0.19,0.07
2015-12-05,2015-12-07,Populus,1323,0.33,0.04,0.36,0.08,0.15,0.04
2015-12-04,2015-12-05,YouGov/SundayTimes,1838,0.32,0.07,0.32,0.06,0.17,0.06
2015-12-03,2015-12-04,Opinium/The Observer,1940,0.29,0.06,0.34,0.06,0.19,0.06
2015-12-03,2015-12-04,Populus,1271,0.33,0.04,0.35,0.09,0.14,0.05
2015-12-03,2015-12-04,YouGov/The Sun,1663,0.31,0.08,0.32,0.07,0.15,0.07
2015-12-02,2015-12-03,YouGov/The Sun,1925,0.32,0.07,0.31,0.06,0.17,0.07
2015-12-01,2015-12-02,YouGov/The Sun,1912,0.32,0.07,0.33,0.07,0.16,0.05
2015-11-30,2015-12-01,YouGov/The Sun,1763,0.32,0.06,0.32,0.08,0.15,0.07
2015-11-28,2015-11-30,ComRes/The Independent[permanent dead link],1005,0.28,0.07,0.31,0.09,0.18,0.07
2015-11-28,2015-11-30,Lord Ashcroft,1003,0.3,0.06,0.32,0.07,0.16,0.09
2015-11-28,2015-11-30,Populus,2053,0.32,0.05,0.35,0.09,0.14,0.05
2015-11-27,2015-11-28,YouGov/Sunday Times,2018,0.32,0.06,0.34,0.07,0.15,0.06
2015-11-26,2015-11-27,Populus,2048,0.32,0.04,0.37,0.09,0.14,0.04
2015-11-26,2015-11-27,YouGov/The Sun,1970,0.31,0.06,0.31,0.08,0.17,0.07
2015-11-25,2015-11-27,TNS,1194,0.3,0.06,0.31,0.06,0.19,0.08
2015-11-25,2015-11-26,YouGov/The Sun,2067,0.33,0.07,0.32,0.06,0.16,0.06
2015-11-24,2015-11-25,YouGov/The Sun,1890,0.32,0.06,0.33,0.07,0.16,0.06
2015-11-23,2015-11-24,YouGov/The Sun,1641,0.3,0.06,0.34,0.06,0.18,0.06
2015-11-14,2015-11-24,Lord Ashcroft[n 5],20011,0.3,0.06,0.33,0.07,0.19,0.05
2015-11-21,2015-11-23,Lord Ashcroft,1004,0.27,0.07,0.32,0.07,0.18,0.09
2015-11-21,2015-11-23,Populus,2049,0.31,0.05,0.36,0.09,0.15,0.04
2015-11-20,2015-11-21,YouGov/Sunday Times,1970,0.33,0.06,0.33,0.07,0.16,0.05
2015-11-19,2015-11-21,YouGov/The Sun on Sunday,2314,0.33,0.05,0.34,0.08,0.15,0.05
2015-11-19,2015-11-20,Populus,2013,0.33,0.04,0.36,0.09,0.14,0.04
2015-11-19,2015-11-20,YouGov/The Sun,1995,0.34,0.06,0.33,0.07,0.15,0.05
2015-11-18,2015-11-20,Opinium/The Observer,1948,0.3,0.04,0.33,0.07,0.19,0.07
2015-11-18,2015-11-19,YouGov/The Sun,1906,0.34,0.06,0.33,0.07,0.14,0.06
2015-11-17,2015-11-18,YouGov/The Sun,1975,0.32,0.06,0.34,0.07,0.15,0.06
2015-11-16,2015-11-17,YouGov/The Sun,1589,0.33,0.08,0.32,0.07,0.15,0.05
2015-11-14,2015-11-17,Opinium[14],1947,0.34,0.05,0.33,0.05,0.18,0.05
2015-11-14,2015-11-16,Lord Ashcroft,1004,0.29,0.07,0.3,0.09,0.16,0.09
2015-11-14,2015-11-16,Populus,2054,0.35,0.05,0.36,0.07,0.11,0.06
2015-11-13,2015-11-14,YouGov/Sunday Times,1975,0.31,0.05,0.33,0.07,0.18,0.06
2015-11-12,2015-11-14,"ComRes/Independent on Sunday, Sunday Mirror[permanent dead link]",2000,0.3,0.03,0.34,0.08,0.19,0.06
2015-11-12,2015-11-13,Populus,2052,0.33,0.04,0.35,0.09,0.13,0.06
2015-11-12,2015-11-13,YouGov/The Sun,2003,0.33,0.06,0.32,0.08,0.15,0.06
2015-11-11,2015-11-12,YouGov/The Sun,1972,0.32,0.06,0.35,0.07,0.15,0.05
2015-11-10,2015-11-11,YouGov/The Sun,2143,0.33,0.06,0.34,0.07,0.15,0.05
2015-11-09,2015-11-10,YouGov/The Sun,1656,0.32,0.06,0.33,0.06,0.17,0.06
2015-11-08,2015-11-10,Ipsos MORI/Evening Standard,1011,0.32,0.07,0.29,0.09,0.14,0.09
2015-11-07,2015-11-09,ICM/The Guardian,1002,0.31,0.06,0.32,0.11,0.14,0.06
2015-11-07,2015-11-09,Lord Ashcroft,1005,0.3,0.07,0.29,0.1,0.16,0.08
2015-11-07,2015-11-09,Populus,2047,0.34,0.04,0.36,0.08,0.13,0.05
2015-11-07,2015-11-07,Survation/Mail on Sunday,1020,0.29,0.04,0.34,0.06,0.23,0.04
2015-11-06,2015-11-07,YouGov/Sunday Times,2022,0.33,0.06,0.33,0.07,0.16,0.05
2015-11-04,2015-11-07,Opinium/The Observer,1980,0.29,0.04,0.32,0.09,0.19,0.07
2015-11-05,2015-11-06,Populus,2011,0.33,0.04,0.35,0.09,0.14,0.05
2015-11-05,2015-11-06,YouGov/The Sun,2041,0.32,0.07,0.33,0.08,0.15,0.05
2015-11-04,2015-11-05,YouGov/The Sun,2047,0.32,0.07,0.33,0.07,0.17,0.04
2015-11-03,2015-11-04,YouGov/The Sun,1988,0.32,0.06,0.34,0.07,0.15,0.06
2015-11-02,2015-11-03,YouGov/The Sun,1652,0.33,0.05,0.34,0.08,0.15,0.05
2015-10-31,2015-11-02,Lord Ashcroft,1002,0.3,0.06,0.29,0.1,0.16,0.09
2015-10-31,2015-11-02,Populus,2019,0.34,0.04,0.35,0.09,0.13,0.05
2015-10-31,2015-11-01,Survation/The Mirror,2012,0.27,0.03,0.31,0.09,0.24,0.06
2015-10-30,2015-10-31,YouGov/Sunday Times,1808,0.31,0.06,0.32,0.07,0.18,0.06
2015-10-29,2015-10-30,Populus,2035,0.34,0.05,0.34,0.08,0.15,0.04
2015-10-29,2015-10-30,YouGov/The Sun,1883,0.33,0.07,0.32,0.07,0.15,0.06
2015-10-28,2015-10-29,YouGov/The Sun,1972,0.31,0.07,0.34,0.06,0.17,0.05
2015-10-27,2015-10-28,YouGov/The Sun,2052,0.32,0.05,0.33,0.08,0.17,0.05
2015-10-26,2015-10-27,YouGov/The Sun,1629,0.32,0.06,0.32,0.08,0.18,0.04
2015-10-24,2015-10-26,ComRes/The Independent[permanent dead link],1002,0.3,0.04,0.3,0.09,0.19,0.08
2015-10-24,2015-10-26,Lord Ashcroft,1003,0.31,0.05,0.31,0.07,0.18,0.08
2015-10-24,2015-10-26,Populus,2004,0.34,0.03,0.36,0.08,0.13,0.06
2015-10-23,2015-10-24,YouGov/Sunday Times,2069,0.33,0.06,0.33,0.07,0.16,0.05
2015-10-21,2015-10-24,Opinium/The Observer,1972,0.33,0.04,0.33,0.06,0.18,0.06
2015-10-22,2015-10-23,Populus,2029,0.33,0.03,0.35,0.09,0.15,0.05
2015-10-22,2015-10-23,YouGov/The Sun,2020,0.34,0.06,0.34,0.06,0.15,0.05
2015-10-21,2015-10-22,YouGov/The Sun,2052,0.31,0.06,0.33,0.07,0.17,0.06
2015-10-20,2015-10-21,YouGov/The Sun,2103,0.32,0.05,0.33,0.08,0.16,0.06
2015-10-19,2015-10-20,YouGov/The Sun,1727,0.31,0.06,0.33,0.07,0.15,0.08
2015-10-17,2015-10-19,Lord Ashcroft,1000,0.28,0.08,0.31,0.07,0.18,0.08
2015-10-17,2015-10-19,Populus,2058,0.34,0.03,0.36,0.09,0.13,0.05
2015-10-16,2015-10-17,YouGov/Sunday Times,1966,0.32,0.05,0.35,0.07,0.16,0.05
2015-10-15,2015-10-16,"ComRes/Sunday Mirror, Independent on Sunday[permanent dead link]",996,0.29,0.05,0.31,0.07,0.24,0.04
2015-10-15,2015-10-16,"ComRes/Sunday Mirror, Independent on Sunday[permanent dead link]",1004,0.31,0.04,0.34,0.07,0.19,0.05
2015-10-15,2015-10-16,Populus,2031,0.33,0.04,0.35,0.1,0.14,0.04
2015-10-15,2015-10-16,YouGov/The Sun,2045,0.31,0.07,0.32,0.08,0.18,0.04
2015-10-14,2015-10-15,YouGov/The Sun,2133,0.31,0.05,0.33,0.07,0.19,0.05
2015-10-13,2015-10-14,YouGov/The Sun,2144,0.3,0.05,0.34,0.08,0.18,0.05
2015-10-11,2015-10-14,Ipsos MORI/Evening Standard,1002,0.3,0.05,0.33,0.08,0.16,0.08
2015-10-12,2015-10-13,YouGov/The Sun,1782,0.31,0.04,0.34,0.07,0.17,0.07
2015-10-10,2015-10-12,Lord Ashcroft,1001,0.28,0.05,0.32,0.08,0.19,0.08
2015-10-10,2015-10-12,ICM/The Guardian[15],1001,0.31,0.04,0.35,0.11,0.14,0.05
2015-10-10,2015-10-12,Populus,2067,0.35,0.03,0.36,0.09,0.13,0.04
2015-10-10,2015-10-10,Survation/Mail on Sunday,1003,0.31,0.02,0.31,0.07,0.25,0.04
2015-10-09,2015-10-10,YouGov/Sunday Times,2167,0.32,0.05,0.34,0.09,0.16,0.04
2015-10-08,2015-10-09,Lord Ashcroft,5059,0.31,0.04,0.34,0.08,0.18,0.05
2015-10-08,2015-10-09,Populus,2055,0.34,0.04,0.35,0.09,0.13,0.05
2015-10-08,2015-10-09,YouGov/The Sun,2049,0.3,0.05,0.35,0.09,0.15,0.06
2015-10-07,2015-10-09,Opinium/The Observer,1968,0.28,0.04,0.35,0.09,0.17,0.07
2015-10-07,2015-10-08,YouGov/The Sun,1862,0.33,0.06,0.34,0.07,0.14,0.06
2015-10-06,2015-10-07,YouGov/The Sun,2155,0.32,0.05,0.34,0.08,0.15,0.06
2015-10-05,2015-10-06,YouGov/The Sun,1739,0.35,0.04,0.33,0.08,0.13,0.07
2015-10-03,2015-10-05,Lord Ashcroft,1002,0.32,0.07,0.3,0.07,0.17,0.07
2015-10-03,2015-10-05,Populus,2037,0.31,0.03,0.37,0.08,0.15,0.06
2015-10-02,2015-10-03,YouGov/Sunday Times,2130,0.36,0.05,0.34,0.07,0.13,0.05
2015-10-01,2015-10-02,Populus,2014,0.33,0.03,0.38,0.08,0.13,0.05
2015-10-01,2015-10-02,YouGov/The Sun,2133,0.35,0.05,0.34,0.06,0.14,0.06
2015-09-30,2015-10-01,YouGov/The Sun,2068,0.31,0.05,0.38,0.07,0.15,0.04
2015-09-29,2015-09-30,YouGov/The Sun,2106,0.31,0.05,0.36,0.07,0.15,0.06
2015-09-28,2015-09-29,YouGov/The Sun,1715,0.31,0.04,0.36,0.07,0.16,0.06
2015-09-26,2015-09-28,ComRes/Independent[permanent dead link],1007,0.29,0.04,0.35,0.1,0.15,0.07
2015-09-26,2015-09-28,Lord Ashcroft,1000,0.32,0.04,0.32,0.08,0.17,0.07
2015-09-26,2015-09-28,Populus,2024,0.34,0.05,0.36,0.07,0.14,0.04
2015-09-25,2015-09-26,YouGov/Sunday Times,1992,0.31,0.06,0.36,0.06,0.15,0.06
2015-09-24,2015-09-26,"ComRes/Sunday Mirror, Independent on Sunday[permanent dead link]",2003,0.29,0.04,0.35,0.07,0.19,0.06
2015-09-23,2015-09-26,Opinium/The Observer,1984,0.32,0.04,0.34,0.07,0.17,0.06
2015-09-24,2015-09-25,Populus,2034,0.33,0.03,0.37,0.09,0.13,0.05
2015-09-24,2015-09-25,YouGov/The Sun,1972,0.31,0.05,0.37,0.07,0.13,0.07
2015-09-23,2015-09-24,YouGov/The Sun,2117,0.33,0.05,0.37,0.07,0.13,0.05
2015-09-22,2015-09-23,YouGov/The Sun,2141,0.31,0.05,0.37,0.07,0.15,0.05
2015-09-21,2015-09-22,YouGov/The Sun,1671,0.33,0.05,0.35,0.07,0.14,0.06
2015-09-19,2015-09-21,Lord Ashcroft,1004,0.27,0.06,0.33,0.09,0.17,0.08
2015-09-19,2015-09-21,Populus,2048,0.33,0.04,0.37,0.09,0.12,0.05
2015-09-18,2015-09-19,YouGov/Sunday Times,2126,0.31,0.05,0.36,0.07,0.16,0.05
2015-09-17,2015-09-18,Populus,2268,0.32,0.04,0.36,0.09,0.15,0.04
2015-09-17,2015-09-18,YouGov/The Sun,2072,0.33,0.05,0.35,0.08,0.14,0.05
2015-09-16,2015-09-17,YouGov/The Sun,2029,0.33,0.05,0.36,0.08,0.13,0.05
2015-09-12,2015-09-17,Lord Ashcroft,8053,0.3,0.05,0.35,0.07,0.19,0.04
2015-09-15,2015-09-16,YouGov/The Sun,1977,0.34,0.06,0.37,0.07,0.12,0.04
2015-09-12,2015-09-16,Survation/Bright Blue,1052,0.29,0.04,0.34,0.11,0.18,0.04
2015-09-14,2015-09-15,YouGov/The Sun,1703,0.31,0.06,0.35,0.07,0.15,0.06
2015-09-12,2015-09-14,ICM/The Guardian,1002,0.33,0.07,0.35,0.1,0.09,0.06
2015-09-12,2015-09-14,Lord Ashcroft,1004,0.33,0.06,0.33,0.09,0.14,0.05
2015-09-12,2015-09-14,Populus,2052,0.34,0.03,0.35,0.09,0.13,0.06
2015-09-12,2015-09-12,Survation/Mail on Sunday,1090,0.31,0.03,0.35,0.08,0.19,0.04
2015-09-11,2015-09-12,YouGov/Sunday Times,1900,0.32,0.06,0.35,0.07,0.15,0.05
2015-09-10,2015-09-11,Populus,2010,0.33,0.02,0.37,0.09,0.13,0.06
2015-09-10,2015-09-11,YouGov/TheSun,2068,0.31,0.05,0.35,0.07,0.16,0.06
2015-09-09,2015-09-11,Opinium/The Observer,1960,0.29,0.04,0.37,0.07,0.19,0.04
2015-09-09,2015-09-10,YouGov/The Sun,2122,0.32,0.05,0.38,0.06,0.14,0.05
2015-09-08,2015-09-09,YouGov/TheSun,2099,0.3,0.05,0.36,0.08,0.16,0.05
2015-09-06,2015-09-09,Ipsos MORI,1010,0.34,0.06,0.33,0.07,0.15,0.05
2015-09-07,2015-09-08,YouGov/The Sun,1724,0.31,0.05,0.36,0.08,0.16,0.04
2015-09-05,2015-09-07,Lord Ashcroft,1001,0.28,0.06,0.35,0.08,0.18,0.05
2015-09-05,2015-09-07,Populus,2058,0.34,0.04,0.36,0.09,0.12,0.05
2015-09-04,2015-09-05,YouGov/Sunday Times,1961,0.33,0.04,0.35,0.07,0.15,0.06
2015-09-03,2015-09-04,Populus,2026,0.32,0.04,0.38,0.08,0.14,0.04
2015-09-03,2015-09-04,YouGov/The Sun,2043,0.32,0.05,0.36,0.07,0.16,0.04
2015-09-02,2015-09-03,YouGov/The Sun,2103,0.33,0.05,0.36,0.07,0.14,0.05
2015-09-01,2015-09-02,YouGov/The Sun,2068,0.32,0.05,0.35,0.08,0.15,0.05
2015-08-31,2015-09-01,YouGov/The Sun,1704,0.34,0.05,0.35,0.07,0.14,0.05
2015-08-29,2015-08-31,ComRes/Independent[permanent dead link],1001,0.28,0.06,0.35,0.09,0.17,0.05
2015-08-29,2015-08-31,Populus,2010,0.32,0.03,0.36,0.09,0.15,0.05
2015-08-28,2015-08-29,YouGov/Sunday Times,2010,0.32,0.04,0.36,0.07,0.16,0.05
2015-08-26,2015-08-29,Opinium/The Observer,1974,0.3,0.04,0.36,0.07,0.16,0.07
2015-08-27,2015-08-28,Populus,2006,0.35,0.05,0.34,0.08,0.13,0.05
2015-08-27,2015-08-28,YouGov/The Sun,2046,0.33,0.05,0.36,0.07,0.13,0.06
2015-08-26,2015-08-27,YouGov/The Sun,2129,0.34,0.06,0.35,0.07,0.14,0.04
2015-08-25,2015-08-26,YouGov/The Sun,2021,0.33,0.05,0.37,0.08,0.13,0.04
2015-08-22,2015-08-25,Populus,2062,0.32,0.03,0.38,0.08,0.15,0.04
2015-08-21,2015-08-22,YouGov/Sunday Times,1866,0.34,0.05,0.36,0.08,0.14,0.03
2015-08-20,2015-08-22,"ComRes/Sunday Mirror, Independent on Sunday[permanent dead link]",2058,0.32,0.03,0.34,0.08,0.18,0.05
2015-08-20,2015-08-21,Populus,2065,0.33,0.03,0.39,0.09,0.11,0.05
2015-08-20,2015-08-21,YouGov/The Sun,2028,0.33,0.05,0.38,0.08,0.12,0.04
2015-08-19,2015-08-20,YouGov/The Sun,2070,0.34,0.04,0.38,0.09,0.11,0.04
2015-08-18,2015-08-19,YouGov/The Sun,2036,0.36,0.03,0.37,0.09,0.12,0.03
2015-08-17,2015-08-18,YouGov/The Sun,1710,0.33,0.04,0.38,0.08,0.12,0.05
2015-08-15,2015-08-17,Populus,2049,0.32,0.03,0.37,0.09,0.14,0.05
2015-08-14,2015-08-15,YouGov/Sunday Times,2019,0.34,0.04,0.38,0.07,0.13,0.04
2015-08-12,2015-08-15,Opinium/The Observer,1963,0.28,0.04,0.32,0.1,0.21,0.05
2015-08-13,2015-08-14,Populus,2018,0.32,0.05,0.35,0.09,0.14,0.05
2015-08-13,2015-08-14,YouGov/The Sun,1984,0.35,0.05,0.35,0.08,0.12,0.05
2015-08-12,2015-08-13,YouGov/The Sun,2116,0.34,0.04,0.36,0.1,0.12,0.04
2015-08-11,2015-08-12,YouGov/The Sun,1942,0.35,0.04,0.38,0.08,0.11,0.04
2015-08-10,2015-08-11,YouGov/The Sun,1676,0.33,0.05,0.37,0.08,0.12,0.05
2015-08-09,2015-08-11,Ipsos MORI,1003,0.33,0.07,0.33,0.07,0.13,0.07
2015-08-08,2015-08-11,Populus,2031,0.33,0.03,0.37,0.09,0.12,0.06
2015-08-08,2015-08-10,ICM/The Guardian,1002,0.31,0.04,0.38,0.12,0.1,0.05
2015-08-07,2015-08-08,YouGov/Sunday Times,1943,0.33,0.04,0.37,0.08,0.13,0.05
2015-08-06,2015-08-07,Populus,2050,0.36,0.03,0.35,0.09,0.11,0.06
2015-08-06,2015-08-07,YouGov/The Sun,2016,0.33,0.04,0.38,0.07,0.12,0.06
2015-08-05,2015-08-06,YouGov/The Sun,1944,0.34,0.04,0.37,0.09,0.12,0.04
2015-08-04,2015-08-05,YouGov/The Sun,1977,0.33,0.04,0.38,0.08,0.12,0.05
2015-08-03,2015-08-04,YouGov/The Sun,1617,0.34,0.04,0.38,0.06,0.13,0.05
2015-08-01,2015-08-03,Lord Ashcroft,1002,0.3,0.06,0.33,0.08,0.18,0.05
2015-08-01,2015-08-03,Populus,2021,0.35,0.03,0.37,0.09,0.12,0.04
2015-07-31,2015-08-01,YouGov/Sunday Times,2083,0.35,0.04,0.38,0.07,0.12,0.04
2015-07-29,2015-08-01,Opinium/The Observer,1979,0.32,0.05,0.35,0.07,0.15,0.06
2015-07-30,2015-07-31,Populus,2027,0.35,0.04,0.36,0.08,0.13,0.04
2015-07-30,2015-07-31,YouGov/The Sun,2023,0.34,0.04,0.38,0.08,0.13,0.03
2015-07-29,2015-07-30,YouGov/The Sun,2100,0.35,0.04,0.37,0.08,0.12,0.04
2015-07-28,2015-07-29,YouGov/The Sun,2004,0.34,0.06,0.35,0.08,0.12,0.05
2015-07-27,2015-07-28,YouGov/The Sun,1658,0.33,0.04,0.39,0.08,0.12,0.04
2015-07-25,2015-07-27,ComRes/Independent[permanent dead link],1001,0.27,0.07,0.33,0.08,0.17,0.08
2015-07-25,2015-07-27,Lord Ashcroft,1000,0.32,0.06,0.34,0.09,0.14,0.05
2015-07-25,2015-07-27,Populus,2024,0.33,0.04,0.37,0.09,0.12,0.05
2015-07-24,2015-07-25,YouGov/Sunday Times,1741,0.35,0.05,0.36,0.08,0.13,0.03
2015-07-23,2015-07-24,Populus,2035,0.35,0.04,0.37,0.09,0.09,0.06
2015-07-23,2015-07-24,YouGov/The Sun,2065,0.35,0.04,0.38,0.08,0.11,0.04
2015-07-22,2015-07-23,YouGov/The Sun,1897,0.34,0.04,0.38,0.08,0.12,0.04
2015-07-21,2015-07-22,YouGov/The Sun,1904,0.34,0.05,0.37,0.07,0.14,0.03
2015-07-20,2015-07-21,YouGov/The Sun,2107,0.34,0.04,0.38,0.09,0.11,0.04
2015-07-18,2015-07-20,Lord Ashcroft,1007,0.27,0.07,0.35,0.07,0.17,0.07
2015-07-18,2015-07-20,Populus,2035,0.32,0.04,0.37,0.09,0.13,0.05
2015-07-17,2015-07-18,YouGov/Sunday Times,2078,0.32,0.05,0.37,0.09,0.13,0.04
2015-07-16,2015-07-18,"ComRes/Independent on Sunday, Sunday Mirror[permanent dead link]",2054,0.31,0.04,0.34,0.09,0.17,0.05
2015-07-16,2015-07-17,Populus,2007,0.35,0.03,0.35,0.08,0.14,0.05
2015-07-16,2015-07-17,YouGov/The Sun,2038,0.32,0.04,0.39,0.08,0.13,0.04
2015-07-15,2015-07-17,TNS BMRB,1191,0.29,0.09,0.36,0.07,0.19,0
2015-07-15,2015-07-17,Opinium/The Observer,1967,0.3,0.04,0.34,0.09,0.17,0.06
2015-07-15,2015-07-16,YouGov/The Sun,2107,0.33,0.04,0.36,0.09,0.13,0.05
2015-07-14,2015-07-15,YouGov/The Sun,2072,0.34,0.04,0.38,0.06,0.13,0.05
2015-07-12,2015-07-15,Ipsos MORI,1000,0.32,0.08,0.35,0.08,0.12,0.05
2015-07-13,2015-07-14,YouGov/The Sun,1745,0.35,0.04,0.38,0.08,0.1,0.05
2015-07-11,2015-07-13,ICM/The Guardian,1000,0.34,0.04,0.33,0.12,0.09,0.08
2015-07-11,2015-07-13,Lord Ashcroft,1000,0.32,0.06,0.36,0.07,0.14,0.05
2015-07-11,2015-07-13,Populus,2055,0.34,0.05,0.37,0.09,0.12,0.03
2015-07-10,2015-07-11,YouGov/Sunday Times,1963,0.33,0.04,0.38,0.09,0.12,0.04
2015-07-09,2015-07-10,Populus,2052,0.34,0.03,0.36,0.08,0.12,0.07
2015-07-09,2015-07-10,YouGov/The Sun,2022,0.34,0.05,0.37,0.08,0.12,0.04
2015-07-08,2015-07-09,YouGov/The Sun,2034,0.32,0.05,0.36,0.1,0.12,0.05
2015-07-07,2015-07-08,YouGov/The Sun,2072,0.31,0.05,0.38,0.08,0.12,0.06
2015-07-06,2015-07-07,YouGov/The Sun,1650,0.34,0.04,0.37,0.09,0.13,0.03
2015-07-04,2015-07-06,Lord Ashcroft,1005,0.27,0.06,0.34,0.11,0.15,0.07
2015-07-04,2015-07-06,Populus,2053,0.31,0.04,0.38,0.09,0.14,0.04
2015-07-03,2015-07-04,YouGov/Sunday Times,2095,0.34,0.05,0.36,0.08,0.13,0.04
2015-07-02,2015-07-03,Populus,2029,0.34,0.04,0.35,0.09,0.14,0.04
2015-07-02,2015-07-03,YouGov/The Sun,1611,0.35,0.04,0.36,0.08,0.12,0.05
2015-07-01,2015-07-03,Opinium/The Observer,1946,0.29,0.05,0.35,0.07,0.18,0.06
2015-07-01,2015-07-02,YouGov/The Sun,1991,0.35,0.05,0.37,0.08,0.12,0.03
2015-06-30,2015-07-01,YouGov/The Sun,2073,0.33,0.05,0.38,0.08,0.11,0.05
2015-06-29,2015-06-30,YouGov/The Sun,1729,0.35,0.03,0.37,0.08,0.12,0.05
2015-06-27,2015-06-29,ComRes/Independent[permanent dead link],1005,0.3,0.05,0.32,0.07,0.18,0.08
2015-06-27,2015-06-29,Populus,2049,0.33,0.04,0.37,0.1,0.12,0.04
2015-06-27,2015-06-29,Lord Ashcroft,1006,0.33,0.06,0.31,0.09,0.15,0.06
2015-06-27,2015-06-27,Survation/Mail on Sunday,1000,0.27,0.05,0.36,0.07,0.22,0.03
2015-06-26,2015-06-27,YouGov/Sunday Times,1936,0.33,0.05,0.37,0.08,0.14,0.03
2015-06-25,2015-06-26,Populus,2021,0.34,0.05,0.35,0.08,0.13,0.05
2015-06-25,2015-06-26,YouGov/The Sun,1996,0.33,0.04,0.38,0.08,0.13,0.04
2015-06-24,2015-06-25,YouGov/The Sun,2044,0.32,0.05,0.37,0.07,0.14,0.05
2015-06-23,2015-06-24,YouGov/The Sun,1984,0.33,0.04,0.36,0.08,0.15,0.04
2015-06-22,2015-06-23,YouGov/The Sun,1652,0.32,0.04,0.36,0.09,0.15,0.04
2015-06-20,2015-06-22,Lord Ashcroft,1006,0.28,0.07,0.33,0.09,0.17,0.06
2015-06-20,2015-06-22,Populus,2062,0.32,0.03,0.37,0.09,0.13,0.06
2015-06-19,2015-06-20,YouGov/Sunday Times,2016,0.32,0.05,0.38,0.08,0.14,0.03
2015-06-18,2015-06-19,Populus,2032,0.34,0.03,0.36,0.08,0.13,0.06
2015-06-18,2015-06-19,YouGov/The Sun,2097,0.33,0.03,0.37,0.08,0.15,0.04
2015-06-17,2015-06-19,Opinium/The Observer,1946,0.31,0.05,0.35,0.07,0.17,0.05
2015-06-17,2015-06-18,YouGov/The Sun,2066,0.34,0.05,0.38,0.07,0.13,0.03
2015-06-16,2015-06-17,YouGov/The Sun,1897,0.34,0.04,0.37,0.07,0.13,0.05
2015-06-14,2015-06-17,Ipsos MORI,1001,0.31,0.08,0.34,0.08,0.14,0.05
2015-06-15,2015-06-16,YouGov/The Sun,1696,0.32,0.05,0.36,0.1,0.14,0.03
2015-06-13,2015-06-15,ICM/The Guardian[15],1001,0.31,0.06,0.32,0.1,0.16,0.05
2015-06-13,2015-06-15,Lord Ashcroft,1001,0.29,0.06,0.35,0.08,0.15,0.07
2015-06-13,2015-06-15,Populus,2036,0.33,0.04,0.37,0.09,0.13,0.04
2015-06-12,2015-06-13,YouGov/Sunday Times,2106,0.33,0.05,0.37,0.08,0.13,0.04
2015-06-11,2015-06-13,"ComRes/Independent on Sunday, Sunday Mirror[permanent dead link]",2034,0.32,0.04,0.34,0.07,0.18,0.05
2015-06-11,2015-06-12,YouGov/The Sun on Sunday,2337,0.33,0.05,0.36,0.08,0.14,0.04
