start_date,end_date,pollster,client,area,sample_size,conservative,labour,liberal_democrat,scottish_national_party,green,reform,other
2022-06-28,2022-06-29,YouGov,The Times,GB,1671,0.33,0.36,0.13,0.05,0.06,0.03,0.039999999999999925
2022-06-22,2022-06-29,Ipsos MORI,NA,GB,1059,0.3,0.41,0.15,0.05,0.06,0.01,0.019999999999999907
2022-06-27,2022-06-27,Survation,NA,UK,1017,0.35,0.43,0.11,0.03,0.02,NA,0.05999999999999994
2022-06-26,2022-06-26,Redfield & Wilton,NA,GB,2000,0.33,0.41,0.15,0.04,0.04,0.03,0
2022-06-24,2022-06-26,Savanta ComRes,The Independent,UK,2217,0.34,0.41,0.1,0.05,0.05,0.01,0.039999999999999925
2022-06-22,2022-06-24,Opinium,The Observer,GB,2000,0.34,0.37,0.11,0.04,0.06,NA,0.07999999999999996
2022-06-22,2022-06-23,YouGov,The Times,GB,1671,0.34,0.39,0.09,0.04,0.08,0.04,0.019999999999999907
2022-06-22,2022-06-23,Techne,NA,UK,1630,0.32,0.38,0.14,0.04,0.06,NA,0.05999999999999994
2022-06-22,2022-06-22,Redfield & Wilton,NA,GB,2000,0.32,0.41,0.13,0.04,0.05,0.04,0.009999999999999898
2022-06-16,2022-06-20,Kantar Public,NA,GB,1141,0.34,0.36,0.13,0.04,0.05,0.04,0.039999999999999925
2022-06-19,2022-06-19,Redfield & Wilton,NA,GB,2000,0.33,0.4,0.13,0.04,0.05,0.05,0
2022-06-17,2022-06-19,Savanta ComRes,NA,UK,2050,0.31,0.42,0.1,0.04,0.05,0.03,0.04999999999999993
2022-06-15,2022-06-16,Techne,NA,UK,1612,0.33,0.39,0.13,0.04,0.05,NA,0.05999999999999994
2022-06-15,2022-06-16,YouGov,The Times,GB,1727,0.33,0.39,0.1,0.04,0.06,0.04,0.039999999999999925
2022-06-15,2022-06-15,Redfield & Wilton,NA,GB,2000,0.34,0.42,0.12,0.03,0.04,0.03,0.019999999999999907
2022-06-12,2022-06-12,Redfield & Wilton,NA,GB,2000,0.32,0.39,0.15,0.05,0.06,0.02,0.009999999999999898
2022-06-10,2022-06-12,SavantaComRes,NA,UK,2237,0.34,0.4,0.1,0.04,0.04,0.02,0.05999999999999994
2022-06-10,2022-06-10,Survation,NA,UK,2053,0.34,0.41,0.1,0.04,0.03,NA,0.07999999999999996
2022-06-10,2022-06-10,Techne,NA,UK,1632,0.33,0.39,0.12,0.04,0.06,NA,0.05999999999999994
2022-06-08,2022-06-10,Opinium,The Observer,GB,2002,0.34,0.36,0.13,0.03,0.06,NA,0.07999999999999996
2022-06-08,2022-06-09,YouGov,The Times,GB,1727,0.32,0.39,0.11,0.05,0.07,0.03,0.029999999999999916
2022-06-08,2022-06-09,Redfield & Wilton,NA,GB,2000,0.32,0.4,0.13,0.04,0.05,0.04,0.019999999999999907
2022-06-05,2022-06-05,Redfield & Wilton,NA,GB,2000,0.34,0.38,0.11,0.04,0.07,0.04,0.019999999999999907
2022-06-01,2022-06-03,YouGov,The Times,GB,2000,0.32,0.36,0.12,0.05,0.08,0.04,0.029999999999999916
2022-06-01,2022-06-01,Redfield & Wilton,NA,GB,2000,0.33,0.39,0.12,0.04,0.06,0.04,0.019999999999999907
2022-05-31,2022-06-01,Techne,NA,UK,1632,0.32,0.4,0.12,0.04,0.06,NA,0.05999999999999994
2022-05-29,2022-05-29,Redfield & Wilton,NA,GB,2000,0.36,0.43,0.1,0.03,0.05,0.03,0
2022-05-27,2022-05-29,SavantaComRes,NA,UK,2177,0.31,0.42,0.11,0.04,0.03,0.03,0.05999999999999994
2022-05-25,2022-05-27,Opinium,The Observer,GB,2000,0.33,0.36,0.11,0.04,0.08,NA,0.07999999999999996
2022-05-25,2022-05-26,Techne,NA,UK,1629,0.33,0.4,0.11,0.04,0.06,NA,0.05999999999999994
2022-05-25,2022-05-25,Redfield & Wilton,NA,GB,1500,0.31,0.4,0.14,0.04,0.05,0.03,0.029999999999999916
2022-05-24,2022-05-25,YouGov,The Times,GB,1755,0.31,0.39,0.12,0.04,0.07,0.04,0.029999999999999916
2022-05-19,2022-05-23,Kantar Public,NA,GB,1087,0.32,0.38,0.13,0.03,0.08,0.03,0.029999999999999916
2022-05-22,2022-05-22,Redfield & Wilton,NA,GB,2000,0.33,0.39,0.12,0.04,0.05,0.04,0.029999999999999916
2022-05-18,2022-05-19,SavantaComRes,Daily Mail,UK,2021,0.34,0.4,0.1,0.04,0.04,0.02,0.05999999999999994
2022-05-18,2022-05-19,Techne,NA,UK,1635,0.35,0.39,0.1,0.04,0.06,NA,0.05999999999999994
2022-05-18,2022-05-19,YouGov,The Times,GB,1692,0.31,0.39,0.12,0.05,0.07,0.04,0.019999999999999907
2022-05-18,2022-05-18,Redfield & Wilton,NA,GB,1500,0.33,0.39,0.12,0.04,0.04,0.05,0.029999999999999916
2022-05-11,2022-05-17,Ipsos MORI,NA,GB,1013,0.33,0.39,0.12,0.05,0.05,0.01,0.04999999999999993
2022-05-15,2022-05-15,Redfield & Wilton,NA,GB,2000,0.35,0.39,0.12,0.04,0.06,0.03,0.009999999999999898
2022-05-13,2022-05-15,SavantaComRes,NA,UK,2196,0.34,0.41,0.1,0.04,0.04,0.02,0.04999999999999993
2022-05-11,2022-05-13,Opinium,The Observer,GB,2000,0.34,0.37,0.12,0.04,0.07,NA,0.05999999999999994
2022-05-11,2022-05-12,Techne,NA,UK,1634,0.34,0.39,0.11,0.04,0.06,NA,0.05999999999999994
2022-05-10,2022-05-11,YouGov,The Times,GB,1990,0.33,0.38,0.12,0.04,0.06,0.03,0.039999999999999925
2022-05-08,2022-05-08,Redfield & Wilton,NA,GB,2000,0.33,0.39,0.12,0.05,0.07,0.02,0.019999999999999907
2022-05-06,2022-05-08,SavantaComRes,NA,UK,2161,0.34,0.39,0.11,0.04,0.03,0.03,0.05999999999999994
2022-05-05,2022-05-06,YouGov,The Times,GB,1707,0.35,0.36,0.1,0.05,0.08,0.03,0.029999999999999916
2022-05-04,2022-05-05,Techne,NA,UK,1635,0.34,0.4,0.1,0.04,0.05,NA,0.06999999999999995
2022-05-01,2022-05-01,Redfield & Wilton,NA,GB,2000,0.33,0.41,0.12,0.04,0.05,0.03,0.019999999999999907
2022-04-29,2022-05-01,SavantaComRes,NA,UK,2236,0.35,0.41,0.09,0.04,0.04,0.03,0.040000000000000036
2022-04-27,2022-04-28,Techne,NA,UK,1633,0.35,0.4,0.09,0.04,0.06,NA,0.05999999999999994
2022-04-20,2022-04-28,Ipsos MORI,NA,GB,1006,0.35,0.4,0.1,0.05,0.07,0.01,0.019999999999999907
2022-04-26,2022-04-27,YouGov,The Times,GB,1779,0.33,0.39,0.11,0.05,0.06,0.03,0.029999999999999916
2022-04-22,2022-04-26,Survation,NA,UK,2587,0.33,0.42,0.09,0.04,0.04,0.02,0.05999999999999994
2022-04-14,2022-04-26,Opinium,NA,GB,4000,0.35,0.37,0.1,NA,0.07,NA,0.10999999999999999
2022-04-24,2022-04-24,Redfield & Wilton,NA,GB,2000,0.34,0.42,0.11,0.04,0.04,0.04,0.009999999999999898
2022-04-22,2022-04-24,SavantaComRes,NA,UK,2231,0.34,0.4,0.11,0.04,0.03,0.03,0.04999999999999993
2022-04-20,2022-04-22,Opinium,The Observer,GB,2002,0.34,0.36,0.1,0.04,0.08,NA,0.07999999999999996
2022-04-20,2022-04-21,Techne,NA,UK,1631,0.34,0.4,0.1,0.04,0.05,NA,0.06999999999999995
2022-04-19,2022-04-20,YouGov,The Times,GB,2079,0.33,0.39,0.09,0.04,0.08,0.03,0.039999999999999925
2022-04-17,2022-04-17,Redfield & Wilton,NA,GB,2000,0.34,0.42,0.1,0.05,0.05,0.03,0.009999999999999898
2022-04-13,2022-04-14,Deltapoll,Mail on Sunday,GB,1550,0.32,0.43,0.09,0.05,0.06,0.02,0.029999999999999916
2022-04-13,2022-04-14,YouGov,The Times,GB,1960,0.33,0.38,0.1,0.04,0.07,0.05,0.029999999999999916
2022-04-12,2022-04-13,Techne,NA,UK,1628,0.34,0.41,0.09,0.04,0.05,NA,0.06999999999999995
2022-04-07,2022-04-11,Kantar Public,NA,GB,1152,0.34,0.37,0.11,0.05,0.07,0.04,0.019999999999999907
2022-04-10,2022-04-10,Redfield & Wilton,NA,GB,2000,0.34,0.42,0.08,0.04,0.05,0.04,0.029999999999999916
2022-04-08,2022-04-10,SavantaComRes,NA,UK,2145,0.34,0.4,0.09,0.04,0.04,0.03,0.05999999999999994
2022-04-06,2022-04-08,Opinium,The Observer,GB,2004,0.34,0.38,0.1,0.04,0.07,NA,0.06999999999999995
2022-04-06,2022-04-07,Techne,NA,UK,1635,0.35,0.4,0.1,0.04,0.04,NA,0.06999999999999995
2022-04-06,2022-04-07,YouGov,The Times,GB,1826,0.34,0.37,0.1,0.04,0.07,0.04,0.039999999999999925
2022-04-03,2022-04-03,Redfield & Wilton,NA,GB,2000,0.36,0.42,0.09,0.03,0.04,0.03,0.030000000000000027
2022-04-01,2022-04-03,SavantaComRes,NA,UK,2220,0.33,0.4,0.11,0.05,0.04,0.03,0.039999999999999925
2022-03-30,2022-03-31,Techne,NA,UK,1639,0.36,0.39,0.09,0.05,0.05,NA,0.05999999999999994
2022-03-29,2022-03-30,YouGov,The Times,GB,2006,0.33,0.37,0.09,0.06,0.06,0.05,0.040000000000000036
2022-03-28,2022-03-30,Survation,NA,UK,2033,0.35,0.42,0.09,0.04,0.03,0.02,0.04999999999999993
2022-03-27,2022-03-27,Redfield & Wilton,NA,GB,2000,0.35,0.37,0.09,0.06,0.05,0.05,0.030000000000000027
2022-03-25,2022-03-27,SavantaComRes,NA,GB,2226,0.35,0.39,0.11,0.05,0.03,0.03,0.039999999999999925
2022-03-23,2022-03-25,Opinium,The Observer,GB,2002,0.36,0.38,0.09,0.04,0.07,NA,0.05999999999999994
2022-03-23,2022-03-24,YouGov,The Times,GB,1759,0.35,0.37,0.1,0.04,0.07,0.04,0.029999999999999916
2022-03-23,2022-03-24,Techne,NA,UK,1641,0.35,0.4,0.1,0.04,0.05,NA,0.05999999999999994
2022-03-22,2022-03-23,YouGov,The Times,GB,1810,0.35,0.36,0.09,0.04,0.08,0.05,0.029999999999999916
2022-03-17,2022-03-21,Kantar Public,NA,GB,1042,0.36,0.36,0.12,0.03,0.06,0.03,0.039999999999999925
2022-03-20,2022-03-20,Redfield & Wilton,NA,GB,2000,0.35,0.4,0.11,0.04,0.07,0.02,0.009999999999999898
2022-03-16,2022-03-17,Techne,NA,UK,1636,0.35,0.39,0.1,0.04,0.06,NA,0.05999999999999994
2022-03-16,2022-03-17,YouGov,The Times,GB,1761,0.33,0.39,0.1,0.05,0.07,0.04,0.019999999999999907
2022-03-09,2022-03-16,Ipsos MORI,Evening Standard,GB,1000,0.35,0.39,0.1,0.05,0.07,NA,0.039999999999999925
2022-03-13,2022-03-13,Redfield & Wilton,NA,GB,2000,0.36,0.39,0.1,0.04,0.06,0.04,0.009999999999999898
2022-03-11,2022-03-13,SavantaComRes,NA,UK,2192,0.35,0.4,0.09,0.04,0.03,0.03,0.05999999999999994
2022-03-09,2022-03-11,Opinium,The Observer,GB,2007,0.35,0.37,0.09,0.04,0.07,NA,0.07999999999999996
2022-03-08,2022-03-11,Deltapoll,NA,GB,2003,0.34,0.4,0.1,0.05,0.05,0.02,0.039999999999999925
2022-03-09,2022-03-10,Techne,NA,UK,1641,0.36,0.38,0.09,0.04,0.06,NA,0.06999999999999995
2022-03-08,2022-03-09,YouGov,The Times,GB,1700,0.33,0.39,0.1,0.04,0.07,0.04,0.029999999999999916
2022-03-07,2022-03-07,Redfield & Wilton,NA,GB,2000,0.37,0.4,0.1,0.04,0.05,0.02,0.019999999999999907
2022-03-04,2022-03-07,Survation (MRP update),38 Degrees,GB,2034,0.37,0.4,0.09,0.05,0.05,NA,0.039999999999999925
2022-03-04,2022-03-06,Savanta ComRes,NA,UK,2222,0.34,0.41,0.09,0.05,0.04,0.03,0.039999999999999925
2022-03-03,2022-03-04,YouGov,The Times,GB,1658,0.35,0.37,0.07,0.05,0.08,0.05,0.029999999999999805
2022-03-02,2022-03-03,Techne,NA,UK,1631,0.35,0.38,0.1,0.04,0.06,NA,0.06999999999999995
2022-02-28,2022-02-28,Redfield & Wilton,NA,GB,2000,0.35,0.38,0.12,0.05,0.05,0.04,0.009999999999999898
2022-02-21,2022-02-28,Number Cruncher Politics,ITV,UK,2001,0.35,0.42,0.08,0.05,0.06,0.02,0.020000000000000018
2022-02-25,2022-02-27,Savanta ComRes,NA,UK,2208,0.34,0.42,0.09,0.04,0.03,0.03,0.04999999999999993
2022-02-24,2022-02-25,YouGov,The Times,GB,1741,0.34,0.39,0.09,0.05,0.06,0.05,0.019999999999999907
2022-02-23,2022-02-25,Opinium,The Observer,GB,2068,0.34,0.38,0.11,0.04,0.06,NA,0.06999999999999995
2022-02-23,2022-02-24,Techne,NA,UK,1635,0.35,0.39,0.09,0.04,0.06,NA,0.06999999999999995
2022-02-21,2022-02-21,Redfield & Wilton,NA,GB,2000,0.33,0.39,0.11,0.05,0.07,0.04,0.009999999999999898
2022-02-17,2022-02-21,Kantar Public,NA,GB,1090,0.34,0.39,0.12,0.04,0.06,0.02,0.029999999999999916
2022-02-17,2022-02-21,Survation,NA,UK,2050,0.35,0.42,0.09,0.04,0.03,0.02,0.04999999999999993
2022-02-18,2022-02-20,Savanta ComRes,The Independent,UK,2201,0.33,0.4,0.11,0.04,0.05,0.03,0.039999999999999925
2022-02-14,2022-02-18,Findoutnow,NA,GB,12700,0.32,0.38,0.13,0.05,0.07,0.04,0.009999999999999898
2022-02-16,2022-02-17,Techne,NA,UK,1625,0.34,0.39,0.1,0.04,0.06,NA,0.06999999999999995
2022-02-16,2022-02-17,YouGov,The Times,GB,1720,0.34,0.38,0.1,0.04,0.06,0.04,0.039999999999999925
2022-02-14,2022-02-14,Redfield & Wilton,NA,GB,2000,0.33,0.38,0.11,0.04,0.06,0.05,0.029999999999999916
2022-02-11,2022-02-13,Savanta ComRes,NA,UK,2226,0.32,0.41,0.11,0.04,0.04,0.03,0.04999999999999993
2022-02-10,2022-02-11,YouGov,The Times,GB,1720,0.34,0.37,0.1,0.05,0.08,0.04,0.019999999999999907
2022-02-09,2022-02-11,Opinium[e],The Observer,GB,1526,0.34,0.37,0.11,0.03,0.06,NA,0.08999999999999997
2022-02-08,2022-02-09,Techne,NA,UK,1631,0.33,0.41,0.09,0.04,0.06,NA,0.06999999999999995
2022-02-07,2022-02-07,Redfield & Wilton,NA,GB,2000,0.32,0.42,0.09,0.04,0.06,0.04,0.029999999999999916
2022-02-04,2022-02-06,Savanta ComRes,NA,UK,2232,0.33,0.42,0.09,0.04,0.05,0.03,0.039999999999999925
