start_date,end_date,pollster,client,area,sample_size,conservative,labour,liberal_democrat,scottish_national_party,green,reform,other
2021-11-26,2021-11-28,SavantaComRes,NA,GB,2060,0.37,0.37,0.08,0.05,0.05,0.04,0.039999999999999925
2021-11-24,2021-11-26,Opinium,The Observer,UK,1990,0.36,0.38,0.08,0.05,0.06,NA,0.06999999999999995
2021-11-24,2021-11-25,YouGov,The Times,GB,1692,0.36,0.35,0.07,0.05,0.08,0.06,0.029999999999999805
2021-11-18,2021-11-22,Kantar Public,NA,GB,1119,0.39,0.36,0.1,0.04,0.05,0.02,0.039999999999999925
2021-11-21,2021-11-21,Redfield & Wilton,NA,GB,2000,0.37,0.37,0.09,0.04,0.06,0.03,0.039999999999999925
2021-11-19,2021-11-21,SavantaComRes,NA,UK,2184,0.36,0.38,0.1,0.04,0.05,0.03,0.039999999999999925
2021-11-10,2021-11-19,Panelbase,NA,GB,3888,0.38,0.39,0.09,0.04,0.06,NA,0.039999999999999925
2021-11-17,2021-11-18,YouGov,The Times,GB,1800,0.36,0.34,0.07,0.04,0.1,0.05,0.039999999999999813
2021-11-15,2021-11-15,Redfield & Wilton,NA,GB,2000,0.36,0.37,0.1,0.04,0.05,0.04,0.039999999999999925
2021-11-11,2021-11-15,Survation,38 Degrees,UK,3108,0.37,0.37,0.1,0.05,0.04,0.02,0.04999999999999993
2021-11-11,2021-11-12,SavantaComRes,Daily Mail,UK,2019,0.34,0.4,0.1,0.05,0.05,0.03,0.029999999999999916
2021-11-10,2021-11-12,Opinium,The Observer,UK,1175,0.36,0.37,0.09,0.05,0.07,NA,0.05999999999999994
2021-11-10,2021-11-11,YouGov,The Times,GB,1696,0.35,0.35,0.08,0.05,0.1,0.04,0.030000000000000027
2021-11-10,2021-11-10,Redfield & Wilton,NA,GB,1500,0.36,0.38,0.1,0.04,0.06,0.03,0.029999999999999916
2021-11-08,2021-11-08,Redfield & Wilton,NA,GB,2000,0.37,0.36,0.1,0.05,0.06,0.05,0.009999999999999898
2021-11-05,2021-11-08,Find Out Now,Daily Telegraph,GB,10700,0.36,0.35,0.11,0.04,0.08,0.02,0.039999999999999925
2021-11-05,2021-11-07,SavantaComRes,NA,UK,2242,0.38,0.35,0.1,0.05,0.04,0.03,0.04999999999999993
2021-11-05,2021-11-06,Opinium,The Observer,GB,1175,0.37,0.36,0.09,0.05,0.06,NA,0.06999999999999995
2021-11-03,2021-11-05,Deltapoll,NA,GB,1560,0.4,0.37,0.08,0.03,0.06,0.02,0.039999999999999925
2021-11-03,2021-11-04,YouGov,The Times,GB,1699,0.36,0.35,0.08,0.05,0.09,0.05,0.020000000000000018
2021-10-29,2021-11-04,Ipsos MORI,Evening Standard,GB,1007,0.35,0.36,0.09,0.05,0.11,0.01,0.030000000000000027
2021-11-01,2021-11-01,Redfield & Wilton,NA,GB,2000,0.4,0.35,0.1,0.04,0.06,0.03,0.019999999999999907
2021-10-29,2021-10-31,SavantaComRes,NA,UK,2242,0.4,0.35,0.09,0.05,0.04,0.03,0.039999999999999925
2021-10-27,2021-10-29,Opinium,The Observer,GB,2001,0.4,0.35,0.08,0.05,0.07,NA,0.04999999999999993
2021-10-27,2021-10-28,YouGov,The Times,GB,1699,0.39,0.33,0.08,0.05,0.1,0.03,0.019999999999999907
2021-10-25,2021-10-25,Redfield & Wilton,NA,GB,2000,0.39,0.36,0.1,0.04,0.06,0.04,0.009999999999999898
2021-10-22,2021-10-24,SavantaComRes,NA,UK,2092,0.37,0.35,0.08,0.05,0.07,0.04,0.039999999999999925
2021-10-20,2021-10-21,YouGov,The Times,GB,1677,0.37,0.33,0.09,0.05,0.1,0.04,0.019999999999999907
2021-10-18,2021-10-18,Redfield & Wilton,NA,GB,2000,0.4,0.37,0.09,0.04,0.05,0.03,0.019999999999999907
2021-10-14,2021-10-18,Kantar Public,NA,GB,1075,0.39,0.34,0.08,0.05,0.08,0.02,0.039999999999999925
2021-10-11,2021-10-18,Number Cruncher Politics,NA,UK,1000,0.4,0.32,0.06,0.06,0.09,0.03,0.039999999999999813
2021-10-15,2021-10-17,SavantaComRes,NA,UK,2092,0.4,0.35,0.08,0.04,0.05,0.03,0.04999999999999993
2021-10-13,2021-10-15,Deltapoll,The Mail on Sunday,GB,3043,0.38,0.37,0.09,0.04,0.06,0.02,0.039999999999999925
2021-10-13,2021-10-15,Opinium,The Observer,GB,2000,0.41,0.37,0.07,0.05,0.05,NA,0.050000000000000044
2021-10-12,2021-10-13,YouGov,The Times,GB,1659,0.41,0.31,0.09,0.04,0.08,0.04,0.029999999999999916
2021-10-11,2021-10-11,Redfield & Wilton,NA,GB,2000,0.4,0.36,0.09,0.04,0.06,0.04,0.009999999999999898
2021-10-08,2021-10-10,SavantaComRes,NA,UK,2103,0.4,0.35,0.08,0.05,0.05,0.02,0.04999999999999993
2021-10-06,2021-10-07,Survation,Sunday Mirror,UK,1040,0.39,0.35,0.09,0.04,0.05,0.03,0.04999999999999993
2021-10-05,2021-10-06,YouGov,The Times,GB,1667,0.39,0.31,0.09,0.06,0.09,0.04,0.020000000000000018
2021-10-04,2021-10-04,Redfield & Wilton,NA,GB,2000,0.4,0.37,0.1,0.04,0.04,0.03,0.019999999999999907
2021-10-01,2021-10-03,SavantaComRes,NA,UK,2095,0.4,0.35,0.09,0.05,0.04,0.03,0.039999999999999925
2021-09-29,2021-10-01,Opinium,The Observer,GB,2004,0.39,0.35,0.08,0.06,0.06,NA,0.06000000000000005
2021-09-29,2021-09-29,Survation,NA,UK,1001,0.41,0.36,0.08,0.05,0.05,NA,0.050000000000000044
2021-09-28,2021-09-29,YouGov,The Times,GB,1833,0.39,0.31,0.08,0.05,0.09,0.04,0.039999999999999925
2021-09-27,2021-09-27,Redfield & Wilton,NA,GB,2000,0.41,0.35,0.1,0.04,0.05,0.03,0.020000000000000018
2021-09-23,2021-09-27,Kantar Public,NA,GB,1089,0.43,0.3,0.11,0.04,0.06,0.03,0.029999999999999916
2021-09-22,2021-09-23,YouGov,The Times,GB,1690,0.39,0.32,0.1,0.04,0.09,0.03,0.029999999999999916
2021-09-17,2021-09-23,Ipsos MORI,Evening Standard,GB,1008,0.39,0.36,0.09,0.06,0.06,0,0.040000000000000036
2021-09-21,2021-09-22,Survation,NA,UK,1060,0.4,0.35,0.08,0.04,0.04,NA,0.08999999999999997
2021-09-20,2021-09-20,Redfield & Wilton,NA,GB,2000,0.41,0.35,0.08,0.04,0.07,0.03,0.020000000000000018
2021-09-17,2021-09-19,SavantaComRes,NA,UK,2112,0.4,0.35,0.09,0.04,0.05,0.02,0.04999999999999993
2021-09-16,2021-09-17,Opinium,The Observer,GB,2000,0.4,0.37,0.07,0.05,0.06,NA,0.04999999999999982
2021-09-15,2021-09-16,YouGov,The Times,GB,1635,0.39,0.35,0.07,0.05,0.07,0.03,0.039999999999999813
2021-09-09,2021-09-16,Panelbase,NA,GB,3938,0.41,0.36,0.1,0.04,0.05,NA,0.040000000000000036
2021-09-10,2021-09-14,Survation,NA,UK,2164,0.4,0.36,0.09,0.04,0.05,NA,0.05999999999999994
2021-09-13,2021-09-13,Redfield & Wilton,NA,GB,2000,0.39,0.35,0.09,0.04,0.06,0.05,0.019999999999999907
2021-09-10,2021-09-12,SavantaComRes,NA,UK,2097,0.39,0.35,0.09,0.04,0.06,0.03,0.039999999999999925
2021-09-09,2021-09-11,Opinium,The Observer,GB,2059,0.38,0.38,0.08,0.05,0.06,NA,0.04999999999999993
2021-09-08,2021-09-09,YouGov,The Times,GB,1657,0.33,0.35,0.1,0.05,0.09,0.05,0.029999999999999916
2021-09-06,2021-09-08,Find Out Now (MRP),The Sunday Telegraph,GB,10673,0.37,0.33,0.12,0.05,0.08,0.04,0.009999999999999898
2021-09-06,2021-09-06,Redfield & Wilton,NA,GB,2000,0.41,0.32,0.11,0.04,0.06,0.04,0.019999999999999907
2021-09-03,2021-09-05,SavantaComRes,NA,UK,2087,0.4,0.36,0.09,0.04,0.04,0.03,0.039999999999999925
2021-09-02,2021-09-03,YouGov,The Times,GB,1653,0.38,0.34,0.08,0.05,0.1,0.03,0.019999999999999907
2021-09-02,2021-09-03,Deltapoll,The Sun on Sunday,GB,1589,0.41,0.33,0.09,0.03,0.07,0.03,0.039999999999999925
2021-09-02,2021-09-03,Opinium,The Observer,GB,2014,0.4,0.35,0.07,0.06,0.06,NA,0.05999999999999983
2021-08-29,2021-08-29,Redfield & Wilton,NA,GB,2000,0.41,0.33,0.09,0.04,0.05,0.04,0.039999999999999925
2021-08-27,2021-08-29,SavantaComRes,NA,UK,2062,0.4,0.34,0.1,0.04,0.05,0.02,0.04999999999999993
2021-08-25,2021-08-26,YouGov,The Times,GB,1703,0.39,0.31,0.08,0.05,0.09,0.04,0.039999999999999925
2021-08-23,2021-08-23,Redfield & Wilton,NA,GB,2000,0.43,0.33,0.1,0.03,0.06,0.03,0.019999999999999907
2021-08-19,2021-08-23,Kantar Public,NA,GB,1094,0.37,0.34,0.14,0.04,0.05,0.02,0.039999999999999925
2021-08-20,2021-08-22,SavantaComRes,NA,UK,2083,0.41,0.34,0.09,0.04,0.04,0.02,0.05999999999999994
2021-08-19,2021-08-20,Opinium,The Observer,GB,2003,0.39,0.36,0.08,0.06,0.06,NA,0.050000000000000044
2021-08-17,2021-08-18,YouGov,The Times,GB,1703,0.4,0.32,0.09,0.05,0.08,0.03,0.029999999999999916
2021-08-16,2021-08-16,Redfield & Wilton,NA,GB,2000,0.4,0.36,0.1,0.05,0.05,0.03,0.009999999999999898
2021-08-13,2021-08-15,SavantaComRes,NA,UK,2075,0.41,0.34,0.09,0.04,0.04,0.02,0.05999999999999994
2021-08-11,2021-08-12,YouGov,The Times,GB,2169,0.4,0.32,0.09,0.05,0.07,0.02,0.04999999999999993
2021-08-09,2021-08-09,Redfield & Wilton,NA,GB,2000,0.4,0.37,0.09,0.04,0.06,0.03,0.009999999999999898
2021-07-30,2021-08-09,Ipsos MORI,Evening Standard,GB,1113,0.41,0.3,0.13,0.06,0.08,0,0.020000000000000018
2021-08-06,2021-08-08,SavantaComRes,NA,UK,2047,0.41,0.33,0.1,0.04,0.04,0.02,0.05999999999999994
2021-08-05,2021-08-06,Opinium,The Observer,GB,2000,0.42,0.35,0.07,0.06,0.05,NA,0.050000000000000044
2021-08-05,2021-08-06,YouGov,The Times,GB,1730,0.41,0.33,0.08,0.05,0.07,0.03,0.029999999999999916
2021-08-02,2021-08-02,Redfield & Wilton,NA,GB,2000,0.41,0.34,0.11,0.04,0.06,0.03,0.009999999999999898
2021-07-30,2021-08-01,SavantaComRes,NA,UK,2100,0.4,0.34,0.1,0.04,0.06,0.01,0.04999999999999993
2021-07-28,2021-07-29,YouGov,The Times,GB,1637,0.39,0.34,0.08,0.04,0.09,0.03,0.029999999999999916
2021-07-23,2021-07-26,Deltapoll,NA,GB,1590,0.42,0.37,0.06,0.03,0.06,0.02,0.040000000000000036
2021-07-25,2021-07-25,Redfield & Wilton,NA,GB,2000,0.4,0.36,0.09,0.04,0.06,0.04,0.009999999999999898
2021-07-23,2021-07-25,SavantaComRes,NA,UK,2161,0.4,0.34,0.1,0.04,0.04,0.02,0.05999999999999994
2021-07-23,2021-07-23,Survation,NA,UK,1013,0.39,0.37,0.1,0.04,0.05,NA,0.04999999999999993
2021-07-22,2021-07-23,Opinium,The Observer,GB,2000,0.43,0.35,0.08,0.05,0.05,NA,0.040000000000000036
2021-07-20,2021-07-21,YouGov,The Times,GB,1667,0.38,0.34,0.09,0.05,0.08,0.03,0.029999999999999916
2021-07-19,2021-07-20,Survation,NA,UK,1032,0.39,0.35,0.11,0.04,0.05,NA,0.05999999999999994
2021-07-19,2021-07-19,Redfield & Wilton,NA,GB,2000,0.42,0.33,0.1,0.04,0.05,0.03,0.029999999999999916
2021-07-16,2021-07-18,SavantaComRes,NA,UK,2127,0.41,0.34,0.08,0.04,0.05,0.02,0.05999999999999994
2021-07-15,2021-07-16,YouGov,The Times,GB,1761,0.44,0.31,0.08,0.04,0.06,0.03,0.039999999999999925
2021-07-05,2021-07-13,Survation,NA,UK,2119,0.43,0.32,0.09,0.05,0.06,NA,0.04999999999999993
2021-07-12,2021-07-12,Redfield & Wilton,NA,GB,2000,0.41,0.33,0.12,0.04,0.06,0.03,0.009999999999999898
2021-07-07,2021-07-12,Kantar Public,NA,GB,1057,0.44,0.31,0.12,0.06,0.04,0.01,0.020000000000000018
2021-07-09,2021-07-11,SavantaComRes,NA,UK,2137,0.4,0.35,0.09,0.04,0.06,0.02,0.039999999999999925
2021-07-08,2021-07-09,Opinium,The Observer,GB,2001,0.43,0.35,0.06,0.05,0.06,NA,0.050000000000000044
2021-07-07,2021-07-08,YouGov,The Times,GB,2054,0.42,0.3,0.09,0.05,0.07,0.02,0.04999999999999993
2021-07-02,2021-07-08,Ipsos MORI,Evening Standard,GB,1053,0.4,0.31,0.13,0.06,0.06,0,0.040000000000000036
2021-07-05,2021-07-05,Redfield & Wilton,NA,GB,2000,0.43,0.34,0.08,0.04,0.06,0.04,0.009999999999999898
2021-07-02,2021-07-04,SavantaComRes,NA,UK,2176,0.41,0.35,0.08,0.03,0.04,0.03,0.06000000000000005
2021-06-18,2021-07-02,Panelbase,Sunday Times,GB,3391,0.44,0.33,0.1,0.05,0.05,NA,0.029999999999999916
2021-06-29,2021-06-30,YouGov,The Times,GB,1762,0.42,0.31,0.1,0.05,0.06,0.03,0.029999999999999916
2021-06-28,2021-06-28,Redfield & Wilton,NA,GB,2000,0.41,0.34,0.09,0.05,0.05,0.03,0.029999999999999916
2021-06-25,2021-06-27,SavantaComRes,NA,GB,2148,0.42,0.33,0.09,0.04,0.05,0.02,0.04999999999999993
2021-06-25,2021-06-26,Survation,NA,UK,1001,0.41,0.35,0.1,0.03,0.05,NA,0.06000000000000005
2021-06-23,2021-06-25,Opinium,The Observer,GB,2000,0.43,0.35,0.07,0.05,0.05,NA,0.050000000000000044
2021-06-23,2021-06-24,YouGov,The Times,GB,1758,0.42,0.3,0.09,0.05,0.07,0.04,0.029999999999999916
2021-06-21,2021-06-21,Redfield & Wilton,NA,GB,2000,0.44,0.33,0.1,0.04,0.04,0.03,0.019999999999999907
2021-06-18,2021-06-20,SavantaComRes,NA,UK,2191,0.44,0.3,0.1,0.04,0.05,0.01,0.05999999999999994
2021-06-17,2021-06-20,Deltapoll,NA,GB,2343,0.41,0.35,0.1,0.02,0.05,0.02,0.050000000000000044
2021-06-16,2021-06-17,YouGov,The Times,GB,1642,0.45,0.31,0.06,0.05,0.07,0.04,0.019999999999999796
2021-06-11,2021-06-15,Survation,NA,UK,2024,0.41,0.33,0.08,0.04,0.07,NA,0.06999999999999995
2021-06-07,2021-06-14,Number Cruncher Politics,NA,UK,1517,0.45,0.34,0.05,0.05,0.07,0.03,0.009999999999999787
2021-06-13,2021-06-13,Redfield & Wilton,NA,GB,2000,0.44,0.34,0.09,0.04,0.05,0.02,0.019999999999999907
2021-06-11,2021-06-13,SavantaComRes,NA,UK,2108,0.41,0.34,0.08,0.05,0.06,0.02,0.039999999999999925
2021-06-10,2021-06-12,Deltapoll,The Mail on Sunday,GB,1608,0.46,0.34,0.07,0.02,0.05,0.02,0.039999999999999813
2021-06-10,2021-06-11,Opinium,The Observer,GB,2002,0.43,0.34,0.06,0.06,0.07,NA,0.039999999999999813
2021-06-09,2021-06-10,YouGov,The Times,GB,1630,0.44,0.31,0.07,0.05,0.09,0.02,0.019999999999999796
2021-06-09,2021-06-10,Survation,NA,UK,2017,0.42,0.35,0.09,0.04,0.05,NA,0.050000000000000044
2021-06-07,2021-06-07,Redfield & Wilton,NA,GB,2000,0.43,0.36,0.07,0.05,0.05,0.01,0.030000000000000027
2021-06-03,2021-06-07,Kantar Public,NA,GB,1122,0.45,0.32,0.08,0.04,0.06,0.02,0.029999999999999916
2021-06-04,2021-06-06,SavantaComRes,NA,UK,2089,0.44,0.32,0.08,0.04,0.05,0.02,0.04999999999999993
2021-06-02,2021-06-03,YouGov,The Times,GB,1703,0.46,0.3,0.06,0.04,0.09,0.02,0.029999999999999805
2021-05-28,2021-06-03,Ipsos MORI,Evening Standard,GB,1002,0.44,0.35,0.06,0.05,0.07,0,0.030000000000000027
2021-06-01,2021-06-02,Survation,NA,UK,1533,0.41,0.33,0.09,0.04,0.06,NA,0.06999999999999995
2021-05-31,2021-05-31,Redfield & Wilton,NA,GB,2000,0.45,0.34,0.08,0.04,0.05,0.03,0.009999999999999898
2021-05-28,2021-05-30,SavantaComRes,NA,UK,2180,0.42,0.32,0.09,0.04,0.05,0.02,0.05999999999999994
2021-05-27,2021-05-28,Opinium,The Observer,GB,2004,0.42,0.36,0.06,0.05,0.05,0.01,0.050000000000000044
2021-05-27,2021-05-28,YouGov,The Times,GB,1705,0.43,0.29,0.08,0.05,0.08,0.03,0.039999999999999925
2021-05-27,2021-05-28,Survation,Daily Mail,UK,1010,0.43,0.33,0.1,0.05,0.05,NA,0.039999999999999925
2021-05-27,2021-05-28,Number Cruncher Politics,NA,UK,1001,0.44,0.32,0.07,0.05,0.08,0.02,0.019999999999999796
2021-05-25,2021-05-26,Survation,NA,UK,1041,0.44,0.33,0.08,0.04,0.06,NA,0.04999999999999993
2021-05-24,2021-05-24,Redfield & Wilton,NA,GB,2000,0.43,0.33,0.1,0.04,0.05,0.03,0.019999999999999907
2021-05-21,2021-05-23,SavantaComRes,NA,UK,2215,0.43,0.34,0.09,0.04,0.04,0.02,0.039999999999999925
2021-05-19,2021-05-20,YouGov,The Times,GB,1699,0.46,0.28,0.08,0.05,0.08,0.02,0.029999999999999916
2021-05-17,2021-05-17,Redfield & Wilton,NA,GB,2000,0.42,0.33,0.1,0.04,0.06,0.02,0.029999999999999916
2021-05-14,2021-05-16,SavantaComRes,NA,UK,2131,0.43,0.32,0.08,0.04,0.05,0.02,0.05999999999999994
2021-05-13,2021-05-15,Find Out Now (MRP),The Sunday Telegraph,GB,14715,0.43,0.3,0.11,0.05,0.09,0.02,0
2021-05-13,2021-05-14,Opinium,The Observer,GB,2004,0.44,0.31,0.08,0.05,0.07,0,0.04999999999999993
2021-05-11,2021-05-12,YouGov,The Times,GB,1647,0.45,0.3,0.07,0.05,0.08,0.02,0.029999999999999805
2021-05-10,2021-05-10,Redfield & Wilton,NA,GB,2000,0.45,0.34,0.08,0.04,0.05,0.02,0.019999999999999907
2021-05-07,2021-05-09,SavantaComRes,NA,UK,2152,0.42,0.34,0.08,0.05,0.04,0.02,0.04999999999999993
2021-05-04,2021-05-05,YouGov,The Times,GB,1683,0.43,0.33,0.07,0.05,0.06,0.03,0.029999999999999805
2021-05-04,2021-05-05,Panelbase,NA,GB,1003,0.45,0.36,0.06,0.04,0.05,NA,0.040000000000000036
2021-05-03,2021-05-03,Redfield & Wilton,NA,GB,2000,0.4,0.38,0.07,0.04,0.05,0.03,0.029999999999999805
2021-04-30,2021-05-02,SavantaComRes,NA,UK,2242,0.4,0.36,0.08,0.04,0.04,0.02,0.05999999999999994
2021-04-29,2021-04-30,Focaldata,The Sunday Times,GB,1555,0.4,0.39,0.06,0.04,0.04,0.03,0.039999999999999813
2021-04-28,2021-04-30,Opinium,The Observer,GB,2001,0.42,0.37,0.07,0.05,0.04,0,0.050000000000000044
2021-04-28,2021-04-29,Number Cruncher Politics,NA,UK,1001,0.43,0.34,0.05,0.05,0.07,0.02,0.039999999999999813
2021-04-27,2021-04-29,Survation,Daily Mail,UK,1077,0.39,0.38,0.09,0.04,0.06,NA,0.039999999999999925
2021-04-27,2021-04-28,YouGov,The Times,GB,1803,0.44,0.33,0.07,0.04,0.07,0.03,0.019999999999999796
2021-04-26,2021-04-26,Redfield & Wilton,NA,GB,2000,0.44,0.34,0.08,0.05,0.04,0.03,0.019999999999999907
2021-04-22,2021-04-26,Kantar Public,NA,GB,1115,0.41,0.33,0.1,0.05,0.07,0.03,0.009999999999999898
2021-04-22,2021-04-26,BMG,The Independent,GB,1500,0.39,0.35,0.09,0.04,0.06,0.03,0.039999999999999925
2021-04-23,2021-04-25,SavantaComRes,NA,UK,2144,0.42,0.35,0.08,0.05,0.03,0.02,0.050000000000000044
2021-04-21,2021-04-23,Opinium,The Observer,GB,2000,0.44,0.33,0.07,0.06,0.05,0,0.04999999999999982
2021-04-21,2021-04-22,YouGov,The Times,GB,1730,0.44,0.34,0.05,0.05,0.07,0.02,0.029999999999999805
2021-04-16,2021-04-22,Ipsos MORI,Evening Standard,GB,1090,0.4,0.37,0.08,0.06,0.05,0.02,0.020000000000000018
2021-04-19,2021-04-19,Redfield & Wilton,NA,GB,2000,0.44,0.34,0.1,0.04,0.04,0.03,0.009999999999999898
2021-04-15,2021-04-19,Survation,NA,UK,1008,0.4,0.34,0.09,0.04,0.07,NA,0.05999999999999994
2021-04-16,2021-04-18,SavantaComRes,NA,UK,2094,0.43,0.34,0.07,0.05,0.04,0.01,0.05999999999999983
2021-04-13,2021-04-14,YouGov,The Times,GB,1689,0.43,0.29,0.08,0.05,0.08,0.03,0.039999999999999925
2021-04-12,2021-04-12,Redfield & Wilton,NA,GB,2000,0.43,0.36,0.07,0.04,0.05,0.03,0.020000000000000018
2021-04-09,2021-04-11,SavantaComRes,NA,UK,2174,0.42,0.35,0.07,0.05,0.04,0.02,0.050000000000000044
2021-04-08,2021-04-10,Survation,NA,UK,1009,0.43,0.35,0.08,0.03,0.04,NA,0.07000000000000006
2021-04-08,2021-04-10,Deltapoll,The Mail on Sunday,GB,1608,0.45,0.36,0.06,0.02,0.04,0.04,0.030000000000000027
2021-04-08,2021-04-09,Opinium,The Observer,GB,2006,0.45,0.36,0.06,0.06,0.04,0,0.030000000000000027
2021-04-07,2021-04-08,YouGov,The Times,GB,1708,0.41,0.34,0.06,0.05,0.06,0.03,0.04999999999999982
2021-04-05,2021-04-05,Redfield & Wilton,NA,GB,2000,0.44,0.34,0.09,0.04,0.05,0.02,0.019999999999999907
2021-04-02,2021-04-04,SavantaComRes,NA,UK,2065,0.42,0.35,0.08,0.04,0.03,0.02,0.06000000000000005
2021-03-31,2021-04-01,YouGov,The Times,GB,1736,0.42,0.34,0.07,0.05,0.06,0.03,0.029999999999999805
2021-03-29,2021-03-29,Redfield & Wilton,NA,GB,2000,0.44,0.36,0.07,0.04,0.04,0.02,0.030000000000000027
2021-03-25,2021-03-29,Kantar Public,NA,GB,1102,0.42,0.34,0.09,0.07,0.04,0.02,0.020000000000000018
2021-03-25,2021-03-27,Deltapoll,The Mail on Sunday,GB,1610,0.44,0.36,0.06,0.02,0.04,0.03,0.050000000000000044
2021-03-25,2021-03-26,YouGov,The Times,GB,1742,0.42,0.32,0.08,0.05,0.07,0.03,0.029999999999999916
2021-03-25,2021-03-26,Opinium,The Observer,GB,2002,0.41,0.37,0.06,0.06,0.05,0.01,0.040000000000000036
2021-03-22,2021-03-22,Redfield & Wilton,NA,GB,2000,0.42,0.36,0.09,0.04,0.06,0.02,0.010000000000000009
2021-03-19,2021-03-21,SavantaComRes,NA,UK,2098,0.42,0.38,0.06,0.04,0.03,0.02,0.050000000000000044
2021-03-18,2021-03-19,YouGov,The Times,GB,1692,0.43,0.34,0.05,0.05,0.07,0.03,0.029999999999999805
2021-03-16,2021-03-19,BMG,The Independent,GB,1498,0.39,0.37,0.09,0.04,0.06,0.03,0.019999999999999907
2021-03-12,2021-03-16,Number Cruncher Politics,NA,UK,1001,0.42,0.37,0.07,0.05,0.05,0.02,0.020000000000000018
2021-03-15,2021-03-15,Redfield & Wilton,NA,GB,2000,0.43,0.36,0.07,0.04,0.05,0.03,0.020000000000000018
2021-03-12,2021-03-14,SavantaComRes,NA,UK,2092,0.39,0.37,0.08,0.04,0.04,0.03,0.04999999999999993
