start_date,end_date,pollster,client,area,sample_size,conservative,labour,liberal_democrat,scottish_national_party,green,reform,other
2020-07-09,2020-07-10,Opinium,The Observer,GB,2002,0.42,0.38,0.06,0.06,0.04,NA,0.040000000000000036
2020-07-09,2020-07-10,Deltapoll,The Mail on Sunday,GB,1541,0.44,0.38,0.07,0.03,0.03,0.03,0.020000000000000018
2020-07-08,2020-07-09,YouGov,The Times,GB,1614,0.46,0.36,0.06,0.05,0.03,0.02,0.020000000000000018
2020-07-08,2020-07-08,Redfield & Wilton,NA,GB,2000,0.44,0.39,0.07,0.04,0.04,NA,0.020000000000000018
2020-07-03,2020-07-06,Survation,NA,UK,1012,0.44,0.37,0.07,0.04,0.04,0,0.040000000000000036
2020-07-02,2020-07-03,Deltapoll,The Mail on Sunday,GB,1549,0.41,0.36,0.07,0.03,0.05,0.04,0.040000000000000036
2020-07-01,2020-07-03,Opinium,The Observer,GB,2002,0.41,0.37,0.08,0.05,0.04,NA,0.050000000000000044
2020-07-01,2020-07-01,Redfield & Wilton,Election Maps UK,GB,2000,0.42,0.38,0.08,0.04,0.05,NA,0.030000000000000027
2020-06-26,2020-06-28,YouGov,The Times,GB,1626,0.45,0.37,0.05,0.05,0.04,0.02,0.019999999999999907
2020-06-25,2020-06-26,Opinium,The Observer,GB,2001,0.43,0.39,0.06,0.05,0.04,NA,0.030000000000000027
2020-06-25,2020-06-25,Redfield & Wilton,Election Maps UK,GB,2000,0.44,0.38,0.07,0.04,0.04,NA,0.030000000000000027
2020-06-24,2020-06-25,Survation,NA,UK,2003,0.43,0.36,0.08,0.05,0.04,0,0.040000000000000036
2020-06-18,2020-06-19,Opinium,The Observer,GB,2001,0.44,0.4,0.05,0.05,0.03,NA,0.029999999999999916
2020-06-18,2020-06-18,Redfield & Wilton,NA,GB,2000,0.43,0.38,0.08,0.04,0.04,NA,0.030000000000000027
2020-06-11,2020-06-15,Kantar Public,NA,GB,1124,0.43,0.35,0.08,0.05,0.04,0.02,0.030000000000000027
2020-06-12,2020-06-14,SavantaComRes,The Daily Telegraph,UK,2106,0.4,0.36,0.09,0.05,0.03,0.03,0.039999999999999925
2020-06-11,2020-06-12,Opinium,The Observer,GB,2001,0.44,0.39,0.06,0.05,0.02,NA,0.039999999999999813
2020-06-11,2020-06-12,YouGov,The Times,GB,1693,0.45,0.37,0.06,0.05,0.04,0.02,0.010000000000000009
2020-06-11,2020-06-11,Redfield & Wilton,NA,GB,1500,0.41,0.39,0.09,0.05,0.04,NA,0.020000000000000018
2020-06-09,2020-06-10,Survation,NA,UK,1062,0.42,0.36,0.08,0.05,0.04,0.01,0.040000000000000036
2020-06-05,2020-06-10,Ipsos MORI,Evening Standard,GB,1059,0.43,0.38,0.1,0.04,0.01,0.03,0.009999999999999898
2020-06-04,2020-06-05,Opinium,The Observer,GB,2002,0.43,0.4,0.06,0.05,0.03,NA,0.030000000000000027
2020-06-04,2020-06-05,Deltapoll,The Mail on Sunday,GB,1547,0.41,0.38,0.08,0.02,0.04,0.03,0.040000000000000036
2020-06-03,2020-06-03,Survation,NA,UK,1018,0.41,0.39,0.07,0.04,0.04,0.01,0.040000000000000036
2020-06-03,2020-06-03,Redfield & Wilton,NA,GB,1500,0.43,0.36,0.09,0.04,0.05,NA,0.030000000000000027
2020-05-29,2020-05-30,YouGov,The Times,GB,1650,0.45,0.35,0.06,0.05,0.05,0.02,0.020000000000000018
2020-05-28,2020-05-29,Opinium,The Observer,GB,2012,0.43,0.39,0.06,0.05,0.03,NA,0.040000000000000036
2020-05-27,2020-05-28,Deltapoll,The Mail on Sunday,GB,1557,0.43,0.38,0.08,0.03,0.04,0.02,0.020000000000000018
2020-05-27,2020-05-27,Redfield & Wilton,NA,GB,1500,0.43,0.37,0.09,0.05,0.03,NA,0.030000000000000027
2020-05-26,2020-05-27,YouGov,DatapraxisEU,GB,2029,0.43,0.38,0.06,0.05,0.04,0.03,0.010000000000000009
2020-05-25,2020-05-26,YouGov,The Times,GB,1629,0.44,0.38,0.06,0.05,0.04,0.02,0.010000000000000009
2020-05-22,2020-05-26,Survation,NA,UK,1040,0.46,0.33,0.08,0.05,0.04,0,0.039999999999999925
2020-05-21,2020-05-22,Opinium,The Observer,GB,2008,0.47,0.35,0.06,0.05,0.03,NA,0.040000000000000036
2020-05-18,2020-05-19,YouGov,The Times,GB,1718,0.48,0.33,0.06,0.05,0.05,0.02,0.009999999999999787
2020-05-15,2020-05-17,SavantaComRes,NA,GB,2079,0.46,0.33,0.07,0.04,0.04,0.02,0.039999999999999813
2020-05-15,2020-05-15,Redfield & Wilton,NA,GB,1500,0.47,0.35,0.09,0.04,0.03,NA,0.020000000000000018
2020-05-13,2020-05-14,Opinium,The Observer,GB,1062,0.49,0.34,0.06,0.05,0.03,NA,0.029999999999999805
2020-05-05,2020-05-11,Kantar Public,NA,GB,1130,0.51,0.32,0.07,0.05,0.02,0.02,0.009999999999999787
2020-05-05,2020-05-07,Opinium,The Observer,GB,1053,0.49,0.33,0.06,0.05,0.05,0,0.019999999999999796
2020-05-06,2020-05-06,Redfield & Wilton,NA,GB,1500,0.5,0.31,0.07,0.04,0.05,NA,0.029999999999999805
2020-05-05,2020-05-06,YouGov,The Times,GB,1667,0.5,0.3,0.07,0.04,0.05,0.03,0.009999999999999787
2020-04-27,2020-05-01,Opinium,The Observer,GB,1072,0.51,0.33,0.06,0.05,0.03,0,0.019999999999999796
2020-04-27,2020-04-28,Survation,NA,UK,1023,0.48,0.31,0.08,0.04,0.05,0.01,0.029999999999999916
2020-04-26,2020-04-26,Redfield & Wilton,NA,GB,1500,0.5,0.33,0.07,0.05,0.04,NA,0.009999999999999787
2020-04-21,2020-04-23,Opinium,The Observer,GB,2000,0.5,0.33,0.07,0.05,0.03,0,0.019999999999999796
2020-04-16,2020-04-20,Kantar Public,NA,GB,1118,0.54,0.28,0.09,0.04,0.04,0.01,0
2020-04-17,2020-04-17,Redfield & Wilton,NA,GB,1500,0.52,0.31,0.08,0.04,0.03,NA,0.019999999999999907
2020-04-16,2020-04-17,YouGov,The Times,GB,2015,0.53,0.32,0.05,0.04,0.03,0.01,0.019999999999999796
2020-04-15,2020-04-17,Opinium,The Observer,GB,2000,0.51,0.32,0.06,0.05,0.03,0,0.029999999999999805
2020-04-07,2020-04-09,Opinium,The Observer,GB,2005,0.55,0.29,0.05,0.05,0.04,0,0.019999999999999796
2020-04-07,2020-04-09,BMG,The Independent,GB,1541,0.46,0.29,0.1,0.03,0.06,0.02,0.039999999999999925
2020-04-01,2020-04-03,Opinium,The Observer,GB,2000,0.53,0.3,0.07,0.05,0.03,0,0.019999999999999796
2020-04-01,2020-04-02,Redfield & Wilton,NA,UK,2000,0.49,0.29,0.08,0.04,0.04,NA,0.05999999999999994
2020-04-01,2020-04-02,YouGov,The Times,GB,1631,0.52,0.28,0.08,0.05,0.05,0.01,0.009999999999999898
2020-03-26,2020-03-27,Opinium,The Observer,GB,2006,0.54,0.28,0.06,0.05,0.03,0,0.039999999999999813
2020-03-24,2020-03-26,Number Cruncher Politics,Bloomberg,GB,1010,0.54,0.28,0.07,0.04,0.04,0.02,0.009999999999999787
2020-03-23,2020-03-23,Redfield & Wilton,NA,GB,1500,0.47,0.29,0.08,0.05,0.05,NA,0.05999999999999994
2020-03-19,2020-03-20,Opinium,The Observer,GB,2005,0.51,0.31,0.07,0.05,0.03,0,0.029999999999999805
2020-03-13,2020-03-16,Ipsos MORI,Evening Standard,GB,1003,0.52,0.3,0.09,0.04,0.04,0,0.009999999999999898
2020-03-12,2020-03-13,Opinium,The Observer,GB,2005,0.49,0.32,0.06,0.05,0.05,0,0.029999999999999805
2020-03-05,2020-03-09,Kantar Public,NA,GB,1171,0.5,0.29,0.11,0.04,0.01,0.02,0.029999999999999916
2020-03-03,2020-03-06,BMG,The Independent,GB,1498,0.45,0.28,0.11,0.03,0.06,0.03,0.039999999999999925
2020-02-19,2020-02-20,SavantaComRes,Sunday Express,GB,2005,0.47,0.31,0.09,0.04,0.04,0.03,0.019999999999999907
2020-02-12,2020-02-14,Opinium,The Observer,GB,2007,0.47,0.32,0.07,0.06,0.04,0.02,0.019999999999999796
2020-02-12,2020-02-12,Redfield & Wilton,NA,GB,1216,0.49,0.31,0.09,0.04,0.04,NA,0.029999999999999916
2020-02-09,2020-02-10,YouGov,The Times,GB,1694,0.48,0.28,0.1,0.04,0.06,0.02,0.019999999999999907
2020-02-04,2020-02-07,BMG,The Independent,GB,1503,0.41,0.29,0.11,0.05,0.08,0.03,0.029999999999999916
2020-01-31,2020-02-03,Ipsos MORI,Evening Standard,GB,1001,0.47,0.3,0.11,0.04,0.05,0.01,0.019999999999999907
2020-01-31,2020-02-02,YouGov,The Times,GB,1575,0.49,0.3,0.08,0.04,0.05,0.02,0.019999999999999907
2020-01-30,2020-01-31,Survation,NA,UK,1015,0.44,0.33,0.1,0.05,0.03,0.03,0.019999999999999907
2020-01-24,2020-01-26,YouGov,The Times,GB,1628,0.49,0.29,0.1,0.05,0.04,0.02,0.009999999999999898
2020-01-15,2020-01-17,Opinium,The Observer,GB,1978,0.47,0.3,0.09,0.05,0.04,0.03,0.019999999999999907
2020-01-08,2020-01-10,BMG,The Independent,GB,1508,0.44,0.29,0.11,0.03,0.05,0.04,0.039999999999999925
